shortcode,content_type,posted_at,like_count,comment_count,play_count,engagement_rate,caption_length,hashtag_count,child_count,is_story,cover_url,video_url,caption
DWIdOoIj3FH,reel,2026-03-21T03:59:33.000Z,2513,6121,123526,0.10518878,189,5,,false,https://scontent-mia3-1.cdninstagram.com/v/t51.82787-15/655213251_18587735929038894_8618595476931817550_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-mia3-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2gHMVTljWEJhEhpa1NLDpy8Pzwu4O27L90r2vSplutvNNI3-M6klH3-QNg2V3p_f6qQ&_nc_ohc=I2i5T0WDnSYQ7kNvwFiEOpb&_nc_gid=NVMa41fTcdkvO66Et5iKbA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af6WBZ8kIvZbJePr4wufYzNWQeo3WGXZyfe3HUHP0Pgu-A&oe=6A20C1EF&_nc_sid=10d13b,https://scontent-mia5-1.cdninstagram.com/o1/v/t16/f2/m86/AQOXvUiscflkmFhoElBIDKHHP7SBxNBDwzmMEuWmUpuxxZciUgeOeAOmP_LJZk_fanUm9jeKREeirk2dd4tNTI7zt9fHJxpK0ebNs4A.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=102&vs=1265312554975805_1313750533&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8zNzQxNzk3NThBOEU1RjBGNzNDQUQ2RDkzNjZGMUE5MF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyL0Y1NDEzNUI0QkUyOTlENjE4REMxMERCQkYyRDBBRkE0X2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwAVAAAm8qv0gcLN4j8VAigCQzMsF0BJogxJul41GBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX%2BB2WWqQEA&_nc_rid=2686d3582d&ccb=9-4&oh=00_Af4yIdNGIF-BC0Rt0KiCUfHyQGtPcBS9kLuDeqzctOkGoQ&oe=6A1C9F8E&_nc_sid=10d13b,This free Claude skill takes your images from AI slop to expertly designed in 30 seconds   Comment “IMAGE” for the set up guide + prompt template  #ai #design #claude #content #productivity
DWLNjOdDuKU,reel,2026-03-22T05:46:34.000Z,422,641,21421,0.012950622,222,5,,false,https://scontent-hou1-1.cdninstagram.com/v/t51.82787-15/656540600_18588098800038894_6560685509213009513_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2gG4Vb-UC6napko_8WxPTzHMOIrTnUIPw2q68d7bsaNU9IGXF5ZgkZ1SVvdgZg4pnks&_nc_ohc=mThxzm96tJsQ7kNvwGNS8Ie&_nc_gid=VUW87AhUOP_pUktbLJ7-_A&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af5N8RzZ1r1Rgi_F37yAe8uvzx-FH0ZwacZZpiPmONGy9A&oe=6A20AAFB&_nc_sid=10d13b,https://scontent-hou1-1.cdninstagram.com/o1/v/t16/f2/m86/AQPuciejdzfsvpaqq70v90ibxR0Q5ckP3wYUai9Gcj87NF-6JP8QhBWvQHsFwBiVDOxLry1r8x4OJBJMs5oTDP9cTvVYjFXGZsRLoUQ.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=109&vs=1241884951491187_2113493759&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC82NjRGNDU4NkFFMUZCNjgzQ0FBM0NBQzNBMEM2MkZBMl92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzM2NDdFOENBMENGODIyRkJERjJCREQ2OTU5MjdBQUFFX2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwAVAAAm8omO47zh4j8VAigCQzMsF0BSlU%2FfO2RaGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX%2BB2WWqQEA&_nc_rid=1932b12b6d&ccb=9-4&oh=00_Af6dlUqJqKLYKCLjLiilGUJvz1REN7vMuGfCiHV5XD7k-A&oe=6A1CCC9E&_nc_sid=10d13b,"I grew my email list from 0 to 10,000+ subscribers in 3 weeks using Claude. No copywriter, no designer, no landing page developer.   Comment, “EMAIL” for the full agent breakdown.  #ai #email #claude #content #productivity"
DWNjkBdAEXt,reel,2026-03-23T03:32:44.000Z,579,577,29622,0.014083649,168,5,,false,https://scontent-ord5-1.cdninstagram.com/v/t51.82787-15/656794956_18588561715038894_6869246375397407697_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2gH4u0VozRUN_FuQQntcb7NSXM5bKE1ny0UVr822AeDHiycUAd9kebE9o-zhSzHnbkjw_1jNkeAWAhdPX0OyBP5d&_nc_ohc=8I-aW5c2u0MQ7kNvwFWhnOM&_nc_gid=BOu1hlQIE5qwJ8BfYqkPbg&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af6xfD-mP05ybsydWJACg8K3lZML-GTCBXRZ9z45acqFwg&oe=6A20B596&_nc_sid=10d13b,https://scontent-ord5-3.cdninstagram.com/o1/v/t16/f2/m86/AQMi3A8t2rma4mebBgGv1v0SB_j1zUbHbhyAFQ187R04120mgXFKOlOnErX4-F9kZ69QCye3gM7DjQMfRsYdt0Xq9y-WCvj_APEQkEk.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=107&vs=4416514941962139_2536737093&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8zNTQ1NjEwOEZERTQwNUNFMEMzNjhCMUI4MUFEQkJBOV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyL0E5NDRBMEE0MTNFN0IwODc2NkExNEJFOTExNTlERkEzX2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwAVAAAm8ruOwNLx4j8VAigCQzMsF0BSMQYk3S8bGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX%2BB2WWqQEA&_nc_rid=481df05078&ccb=9-4&oh=00_Af7g12mLv2Lq9sB_idMSyTniz1gDyZ-JEoW9c3hyDuAr3Q&oe=6A1CADA1&_nc_sid=10d13b,"Most people use Claude, Cowork and Claude Code wrong…  Comment “CLAUDE” for the full breakdown + use cases for each tool  #ai #claude #productivity #content #vibecoding"
DWQDnGDDou3,reel,2026-03-24T02:49:56.000Z,292,614,15920,0.011037877,225,5,,false,https://scontent-dfw6-1.cdninstagram.com/v/t51.82787-15/656720791_18589015717038894_7972604451557333500_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-dfw6-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2gGLa5jm_UiwhD-H2nWT8chrf0aniKGLxDkhnWCMrp_1KS3xikWXJXiD2ISUHdozDRc&_nc_ohc=c_qo5Nkb-d4Q7kNvwHCcoqg&_nc_gid=MeULz-uqIxkublvALRFdtQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af5YYVl9s8WOBV-7vFrf5F8z69I37K3uJAS68NUvouNYyw&oe=6A208C65&_nc_sid=10d13b,https://scontent-dfw5-1.cdninstagram.com/o1/v/t16/f2/m86/AQM5nfwJ_NhJQ5FnMaO5270QOxU4luvt8CFrvDz4F1miEeyOu0xFbGBO_E1DY4dqIMVCHk4bqviFflFEdraysLR1FSDjBQiie-ta1Gs.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=110&vs=2058209768243596_1628083276&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8yMDQ4Q0YzMjI1RDk1ODUxM0Q2QjNBQ0Q2NkJDRjY4NV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyL0MzNDNBOTIyRTQxODgwOThFM0YyMzBFNzExQTNFNzlGX2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwAVAAAm8qTbp56B4z8VAigCQzMsF0BNd2yLQ5WBGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX%2BB2WWqQEA&_nc_rid=af88d10475&ccb=9-4&oh=00_Af4bBaMLgXM_mHnDJiJmus9bEcXf1LHIfcVabhSBs5s0xA&oe=6A1CA8A9&_nc_sid=10d13b,"Stop building Claude skills wrong… Do this instead.  Comment “SKILL” for the free step-by-step guide.  Or click the link in my bio to copy /paste all my skills, agents and workflows  #ai #claude #skills #productivity #content"
DWSg2I3jfTQ,reel,2026-03-25T01:43:54.000Z,632,2097,29830,0.033247646,343,5,,false,https://instagram.fagc1-1.fna.fbcdn.net/v/t51.82787-15/656728385_18589327330038894_1032094764252686787_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fagc1-1.fna.fbcdn.net&_nc_cat=106&_nc_oc=Q6cZ2gF9cDyot34l6GPMOw-RU5IGncJLFOpp-RQko4siHkmkKswT_AleZscV6PzKY8E0bok&_nc_ohc=iLRl8cTh5P0Q7kNvwELJbvW&_nc_gid=6P_ClN0zc7SINzjaAUmSqQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af6MebCtLVc3vDWYlYMwV_j7S_YQ7wFpBLcuvQlUvTiXPw&oe=6A20A742&_nc_sid=10d13b,https://instagram.fagc1-1.fna.fbcdn.net/o1/v/t16/f2/m86/AQPr7MFjENMlpPRZddpYoUeTAQtUuZQBaD3jssKUFsN2hHVCGdD1IV9t755NDzXenpI3GHEb1mhZpxjX2SVejykok_SiUKEWREowi6Q.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzEuNzIwLmJhc2VsaW5lIn0&_nc_cat=110&vs=930691909545496_3784828727&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9DRDRFNEE3MTgzQjE2NEE4RjRDNTMyRTM4M0RFOUU4N192aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyL0I1NDc2MkM5MzQwRDIzRDk0NzY3NTBGNEMwQ0I5QTg5X2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwAVAAAm8p3QvP6P4z8VAigCQzMsF0BM92yLQ5WBGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX%2BB2WWqQEA&_nc_rid=ed43ff7c29&ccb=9-4&oh=00_Af59twNmrFt2t8s-rbBy1Rnz1jc4BOSPpQWqV3v3IkxQGA&oe=6A1CB259&_nc_sid=10d13b,"This AI agent researches viral trends, writes my scripts, runs my entire content system & got me 2.7 million views and 40k followers in 30 days  Comment “SYSTEM” for the full breakdown + set up guide   Or click the link in my bio to join Actionable AI so you can copy / paste this agent today  #ai #claude #content #productivity #aiforbusiness"
DWT4VQ8D9lX,reel,2026-03-25T14:27:01.000Z,110,14,8712,0.0015107029,140,5,,false,https://scontent-mia3-1.cdninstagram.com/v/t51.71878-15/656862910_2524833571308695_5589127583005505456_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-mia3-1.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2gEVUTOL5B3580NaZbxiiwsEwwe44069yisOWM_-sg_Mhnj_3QrRpqe4zzjzhFACa40&_nc_ohc=XZm4VOUQ2yIQ7kNvwEuZti0&_nc_gid=SP6bze4ucvyGedGGoHoJOQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af4pDvsWTwq7AU-1XsI5bPq3aAo-v-iD_oIqDnFQ1Q6ZOA&oe=6A20BD8B&_nc_sid=10d13b,https://scontent-mia5-2.cdninstagram.com/o1/v/t16/f2/m86/AQOAcOY8VfzgjPALLNnHqXb-qNa6wdtMlFkpHCjFP8mODBUPFLuq4DZswYDhn4JF_gsQzU09uHblSomIonvU2S-YnVB72_JPmPt1IVg.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=100&vs=1562563528181877_138444242&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC81QTRDQTBDNjlFNkIyNTdEQUM3ODdDMEI1N0Y2M0U4N192aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyL0JGNDQ3NUU2MDZBMUFENDc3RjE0OEM2NkY2NUYzNEJBX2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwAVAAAm8u%2Be4vOX4z8VAigCQzMsF0BEJmZmZmZmGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX%2BB2WWqQEA&_nc_rid=22d9e81da2&ccb=9-4&oh=00_Af7aPOH_nLWjFV3y-j3wscc4dO1neC4dkpb3tQryVMvNzQ&oe=6A1CB8AA&_nc_sid=10d13b,"Don’t overthink AI, just get started.   Every day you wait the gap gets bigger.   Let’s Build!!  #ai #claude #productivity #content #chatgpt"
DWVcqjAjThr,reel,2026-03-26T05:00:13.000Z,395,354,18343,0.009125132,695,5,,false,https://instagram.fabe1-1.fna.fbcdn.net/v/t51.82787-15/657173762_18589700821038894_8158005570019490715_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fabe1-1.fna.fbcdn.net&_nc_cat=106&_nc_oc=Q6cZ2gENXFIudjdzcf81YZoeHsoousgj8Yiba392ZIm6YPZSc_kye0_KfPIFjGHgsb4PYXQ&_nc_ohc=tLf-rNsd0twQ7kNvwFZIA2d&_nc_gid=FKYAeAj9L-heWzazya1E0w&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af6MS8KXg96yylwLp3IIck-pUMTCeVBxcgwc9rnZnzD_oQ&oe=6A209596&_nc_sid=10d13b,https://instagram.fabe1-1.fna.fbcdn.net/o1/v/t16/f2/m86/AQNrZ1s-U7F7gRXdKvj5omzF5UUbF0mBzy6cmV1IXaOHbQFSe75jRxHDsBKpJUHfQQVHBkpgRwU64wwYKFf6ZpHMDEM8kDzQRqU93NI.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=103&vs=2197585964107455_1984265954&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC80NzQ4QUI3MDNBMkMyOTUwQ0VBMUUyN0JFNTExNjJCMl92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzZFNDY3NjI5RUM4QjI2MUYzRDQ1QTI0NkI3N0YwMjhFX2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwAVAAAm8te8r6yh4z8VAigCQzMsF0BRUQYk3S8bGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX%2BB2WWqQEA&_nc_rid=8935c04589&ccb=9-4&oh=00_Af5iIhv3ixoBXpQ2Jzk2N0y0q4EnnNEDnzbS_oy1otzVEQ&oe=6A1CA589&_nc_sid=10d13b,"Claude dropped 3 huge updates in the last 72 hours. Heres the breakdown  Comment “UPDATES” for the full breakdown and set up guide on all of them.  1. Auto Mode: Claude runs autonomously with safety checks. No more approving every action or risking Dangerously Skip Permissions.  2. AutoDream: Claude consolidates its own memory between sessions. It literally cleans up its own brain while it sleeps. Nobody is talking about this.  3. Computer Use: Claude takes over your screen, mouse, and keyboard. Text it a task from your phone and it automates any app on your computer.  These are available now. Computer Use is research preview, Mac only.  #ai #claude #content #productivity #aiforbusiness"
DWXpROeDEZC,reel,2026-03-27T01:45:21.000Z,6923,11811,484987,0.22823796,150,5,,false,https://scontent-lax3-2.cdninstagram.com/v/t51.82787-15/656288966_18590014432038894_9163074009183544662_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2gESG1qOP7ko7XBGKORE-wjsXyk0E2AvJQ-lEzBl6D1h_R7XAYANpVwlymojQA8hGt8&_nc_ohc=_Y6xnXMh8S4Q7kNvwHKIFxx&_nc_gid=T9UIeRaJEsvif_7F4awVGQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af5ge9BZsvfFOMgL2ZmhUHay8q6ammScil0kTQyYM0siow&oe=6A20C336&_nc_sid=10d13b,https://scontent-lax3-2.cdninstagram.com/o1/v/t16/f2/m86/AQN8ZPT7EqqyyUfstnRgqt1sGlYV8qyVA5jQDnpQz-Wjnj--o5dY-keNSJfiM30J8CknYpwP7InhFresQcqIdl35dTXMgZpV_KQKoCI.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=111&vs=1586560072457185_900302655&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC80OTQyMUMwNTMxQjkxQUE4QUM0NjUzNjQ3RDM1MTg4Q192aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyL0RBNDQyMkRBNDBGQ0NGOTFGQ0U2Q0IwRjM3RUY2MEE2X2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwAVAAAm8qn9vOGu4z8VAigCQzMsF0BLUQYk3S8bGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX%2BB2WWqQEA&_nc_rid=2b61f64466&ccb=9-4&oh=00_Af41r5vYWXv9KqaTfzwQMB0YzKIXm9T0GVszCMB9l_mEKA&oe=6A1CA36F&_nc_sid=10d13b,Claude can now redesign any room from a single photo  Comment “DESIGN” for the exact prompts + setup guide  #ai #claude #content #productivity #design
DWaHBuJCfNV,reel,2026-03-28T00:27:50.000Z,16754,19945,558974,0.44710714,189,5,,false,https://scontent-lga3-3.cdninstagram.com/v/t51.82787-15/656139622_18590342557038894_439561179124160685_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2gFl6KNed35RUN7SlYCY_ZVX2-i49u97FioHzDHaVQPVvd7IE1I8QnH5AdpLzTySgv4&_nc_ohc=dscQJfaVOsIQ7kNvwF95J_J&_nc_gid=O48l4piWOl3JSzJlHuWAbw&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af6M6UIsp112ezrq7ahZoaaIF4NIkTVTvv5SkuNeOWncUg&oe=6A208C08&_nc_sid=10d13b,https://scontent-lga3-1.cdninstagram.com/o1/v/t16/f2/m86/AQNLu2YLiG-Uc1Wc_w0Y4YqWmxDCX7Bw7DRlUxofubC6OYaEtaVXcpZbrD1iqIflcOxNkkaJERUB7If--JpKRbOIujFPGfBKLwF6Y7E.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=111&vs=2475397969585690_288752528&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9EQTQ2RDU0QjFFM0QxNjk1MDU3NkI3MzQ4REFDNDhCN192aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzM4NDAxQ0QzRkQxNjg1NDA0RUFFREIxMTgwNUI4RkI0X2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwAVAAAm8oaTnNW94z8VAigCQzMsF0BK6p%2B%2Bdsi0GBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX%2BB2WWqQEA&_nc_rid=9579dc406f&ccb=9-4&oh=00_Af7Bt3L-T_MzXXybFAvWpq6t9kZ74UAXk_N_LpQ3dFM9Ig&oe=6A1CB892&_nc_sid=10d13b,Claude can now create and edit full videos with animations and sound design with this skill  Comment “VIDEO” for the setup guide + my best prompts  #ai #video #claude #content #productivity
DWcfRk_EjGm,reel,2026-03-28T22:38:46.000Z,184,14,9815,0.0024122512,106,5,,false,https://scontent-dfw6-1.cdninstagram.com/v/t51.71878-15/657342855_2060936351354497_2471904724262304822_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-dfw6-1.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2gG4s0TTyrs5tHbhubOqdq01Xe8bcZeGmOqYIGKrHgsNGTujShmJmBHEsu4XbOc7FLM&_nc_ohc=E-CWKLjns8AQ7kNvwEOeMzB&_nc_gid=AOs8SHcvLBFNavOWWCHs_g&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af7pBoowmneQA8I5BCWrzXAalUmlBL2Eqc3XmrJPOt6Nrg&oe=6A20AD3C&_nc_sid=10d13b,https://scontent-dfw6-1.cdninstagram.com/o1/v/t16/f2/m86/AQMBPCljcyCtubxFsGJpEd3bfpsXPjCdKY_06N0CWsJyYj-YVY3JpffzIr29U_b1GswsJ4yZ4IlMr54Mq4U9fpo980L7gVj-C11-Doc.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=103&vs=2125309564987630_277916799&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC80ODQxNkFBMzMwNjFDRDBGRDYwODFBNTUwRDE4QTJBOF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzE0NEQxQkM0OTQwNUUwNUQ2QkNFOTVEQTVERERBQjhEX2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwAVAAAm8rqKuYDL4z8VAigCQzMsF0A%2BVT987ZFoGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX%2BB2WWqQEA&_nc_rid=8fd803c7e4&ccb=9-4&oh=00_Af4Uio9knX2Z7imgI35t68uCMNCuvuJSg0sPV4wOXlnYCA&oe=6A1CB77B&_nc_sid=10d13b,Use AI to automate everything so you can go do anything  #ai #claude #productivity #aiforbusiness #content
DWdILQcDIUw,reel,2026-03-29T04:36:50.000Z,190,160,11536,0.0042640804,170,5,,false,https://scontent-lga3-3.cdninstagram.com/v/t51.82787-15/657681121_18590685301038894_1995780943421900556_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2gFM2zn5FEGbOCkCyhjsyc5a8s9t-fTdU3y7h_7jRN1JYDkt2dmCmzaO9cwNEEDlkpQ&_nc_ohc=ymotnf_5AwEQ7kNvwFmqLw5&_nc_gid=j1JirNQ3OpJwecBYj-OPaA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af5JKe3jo_QroSUsaA71raVDlWnm_akRt6Ly9UW4SxIpgA&oe=6A20B651&_nc_sid=10d13b,https://scontent-lga3-2.cdninstagram.com/o1/v/t16/f2/m86/AQP7blZUtUJ6Cfr4ue6RNk3S8S0fsxqkVZqpgUzJkqxRqgwOCa00-HtUfdzc3mOqgdokqyE7-OLPulEyb016huHsuHyIcNdeXViNzGI.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=105&vs=1915698755752029_2486903883&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9EQzQ5RTM5MTVBOTdCM0U2RTRCNjRFNDREODI2NTBBNl92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyL0E3NEZBQUU0ODhFREUyNUQzQjU0Qzk1ODBCNzZBMEFDX2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwAVAAAm8sm9savO4z8VAigCQzMsF0BKwAAAAAAAGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX%2BB2WWqQEA&_nc_rid=bf29e3cb47&ccb=9-4&oh=00_Af4aeB-27LRpMLVszviTln-LdH7uEvNNjMd0_uUBYY1BIg&oe=6A1CC734&_nc_sid=10d13b,Claude can now take over your screen and do your work for you  Comment “COMPUTER” for the setup guide + my best prompts  #ai #claude #productivity #content #aiforbusiness
